ride_id,rideable_type,start_time,started_at,ended_at,start_station_name,end_station_name,member_casual,date,month,season
2E0A7A6AA4153424,electric_bike,2022-04-29 01:09:01,2022-04-29 01:09:01,2022-04-29 01:17:05,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-29,4,Spring
68C3ADC39ACFBEE2,electric_bike,2022-04-12 17:36:16,2022-04-12 17:36:16,2022-04-12 17:42:01,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-12,4,Spring
9F518CB7CDB6D8FF,electric_bike,2022-04-05 07:55:13,2022-04-05 07:55:13,2022-04-05 08:01:21,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-05,4,Spring
81EB8E071461F8D7,classic_bike,2022-04-26 06:39:42,2022-04-26 06:39:42,2022-04-26 06:53:14,Dixon Mills,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-26,4,Spring
05C4380A4271E019,classic_bike,2022-04-12 18:36:41,2022-04-12 18:36:41,2022-04-12 18:44:19,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-12,4,Spring
DA76B975BB6CCB81,electric_bike,2022-04-30 09:49:40,2022-04-30 09:49:40,2022-04-30 09:55:12,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-30,4,Spring
EF0E3FD2F66C4723,electric_bike,2022-04-22 12:36:10,2022-04-22 12:36:10,2022-04-22 12:42:08,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-22,4,Spring
3C2137EA794BBD31,classic_bike,2022-04-02 10:23:01,2022-04-02 10:23:01,2022-04-02 10:31:26,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-02,4,Spring
F4A91A1A4DDB176E,electric_bike,2022-04-23 19:32:58,2022-04-23 19:32:58,2022-04-23 19:37:43,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-23,4,Spring
D9CCA1004F8D003D,classic_bike,2022-04-17 15:35:35,2022-04-17 15:35:35,2022-04-17 15:45:27,Marshall St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-17,4,Spring
0E722AF44A529AC5,classic_bike,2022-04-16 04:49:57,2022-04-16 04:49:57,2022-04-16 04:54:59,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-16,4,Spring
2EC60DCFB82905AA,classic_bike,2022-04-28 06:03:36,2022-04-28 06:03:36,2022-04-28 06:07:55,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-28,4,Spring
E72407D179E4AB00,electric_bike,2022-04-30 14:25:06,2022-04-30 14:25:06,2022-04-30 14:28:22,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-30,4,Spring
F46160947DEC35F1,classic_bike,2022-04-14 23:50:14,2022-04-14 23:50:14,2022-04-14 23:55:31,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-14,4,Spring
AE71DF78BA7CEA29,classic_bike,2022-04-17 14:46:35,2022-04-17 14:46:35,2022-04-17 15:16:40,Newport PATH,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-17,4,Spring
899C79C901B9C4C0,electric_bike,2022-04-24 08:48:38,2022-04-24 08:48:38,2022-04-24 08:58:38,Pershing Field,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-24,4,Spring
D76B7E5163F18F99,electric_bike,2022-04-21 09:38:26,2022-04-21 09:38:26,2022-04-21 09:41:58,Stevens - River Ter & 6 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-21,4,Spring
277B705EA41FD367,electric_bike,2022-04-14 14:56:26,2022-04-14 14:56:26,2022-04-14 15:09:31,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-14,4,Spring
2488A6A8C6EF9C3D,classic_bike,2022-04-15 17:49:45,2022-04-15 17:49:45,2022-04-15 17:57:56,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-15,4,Spring
5CEE613E3445017D,classic_bike,2022-04-17 09:40:16,2022-04-17 09:40:16,2022-04-17 09:45:15,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-17,4,Spring
3533F862AA7E052C,classic_bike,2022-04-13 18:13:17,2022-04-13 18:13:17,2022-04-13 18:19:56,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-13,4,Spring
DB7273C37D402956,classic_bike,2022-04-23 09:22:00,2022-04-23 09:22:00,2022-04-23 09:26:08,Church Sq Park - 5 St & Park Ave,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-23,4,Spring
4DA4C67807E23416,classic_bike,2022-04-25 10:55:54,2022-04-25 10:55:54,2022-04-25 11:04:19,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-25,4,Spring
D95E2F87FE9FD7E3,classic_bike,2022-04-29 23:04:12,2022-04-29 23:04:12,2022-04-29 23:08:41,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-29,4,Spring
FD424FC7BD2438A8,electric_bike,2022-04-23 20:29:57,2022-04-23 20:29:57,2022-04-23 20:35:42,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-23,4,Spring
3FB6B5D1B8DBF150,electric_bike,2022-04-28 17:24:32,2022-04-28 17:24:32,2022-04-28 17:28:44,Church Sq Park - 5 St & Park Ave,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-28,4,Spring
607F9BD4D50525B9,classic_bike,2022-04-20 19:00:47,2022-04-20 19:00:47,2022-04-20 19:07:11,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-20,4,Spring
44423C19A53EC270,classic_bike,2022-04-12 08:05:18,2022-04-12 08:05:18,2022-04-12 08:10:01,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-12,4,Spring
BD70467C4EDEBC7F,electric_bike,2022-04-15 15:08:58,2022-04-15 15:08:58,2022-04-15 15:13:06,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-15,4,Spring
4FBC069CD74CBBEA,classic_bike,2022-04-20 07:27:54,2022-04-20 07:27:54,2022-04-20 07:40:00,Jersey & 3rd,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-20,4,Spring
4D2E2AA231FC9CDC,classic_bike,2022-04-19 07:29:23,2022-04-19 07:29:23,2022-04-19 07:42:50,Jersey & 3rd,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-19,4,Spring
CB0053C5C2FE62F5,electric_bike,2022-04-14 12:40:24,2022-04-14 12:40:24,2022-04-14 12:49:52,11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-14,4,Spring
EA7C531D18E01E48,classic_bike,2022-04-22 16:58:54,2022-04-22 16:58:54,2022-04-22 17:05:47,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-22,4,Spring
66CE2DBEC8EBD9AD,classic_bike,2022-04-23 07:37:10,2022-04-23 07:37:10,2022-04-23 07:50:22,Grand St & 14 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-23,4,Spring
251B69D3520067B2,docked_bike,2022-04-23 19:23:58,2022-04-23 19:23:58,2022-04-23 20:07:33,Stevens - River Ter & 6 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-23,4,Spring
51CD5BC62A9A2A84,classic_bike,2022-04-23 07:05:09,2022-04-23 07:05:09,2022-04-23 07:11:51,Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-23,4,Spring
E3ABF83B83FDA717,classic_bike,2022-04-22 16:55:46,2022-04-22 16:55:46,2022-04-22 17:02:10,6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-22,4,Spring
2265DA7CC5502C59,classic_bike,2022-04-30 19:13:53,2022-04-30 19:13:53,2022-04-30 19:23:23,6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-30,4,Spring
1AD801E9569D2AA1,electric_bike,2022-04-28 17:59:58,2022-04-28 17:59:58,2022-04-28 18:05:37,Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-28,4,Spring
B15542E2FD96AE94,classic_bike,2022-04-10 22:37:52,2022-04-10 22:37:52,2022-04-10 22:47:54,Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-10,4,Spring
BC0D37E4DF7C7B12,classic_bike,2022-04-15 15:59:44,2022-04-15 15:59:44,2022-04-15 16:11:22,Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-15,4,Spring
7412CACE985BE0C0,classic_bike,2022-04-15 15:06:26,2022-04-15 15:06:26,2022-04-15 15:17:10,Hamilton Park,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-15,4,Spring
B2F3FE63BB32DD4B,classic_bike,2022-04-17 11:05:04,2022-04-17 11:05:04,2022-04-17 11:17:37,Grand St & 14 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-17,4,Spring
22FBE22E757BC822,classic_bike,2022-04-22 15:31:08,2022-04-22 15:31:08,2022-04-22 15:32:23,City Hall - Washington St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-22,4,Spring
3803E31B9FF27AF9,electric_bike,2022-04-20 07:06:09,2022-04-20 07:06:09,2022-04-20 07:10:16,Marshall St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-20,4,Spring
FD06F3DB2309FCCD,classic_bike,2022-04-11 17:07:46,2022-04-11 17:07:46,2022-04-11 17:14:28,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-11,4,Spring
2EA84524CB626EC1,classic_bike,2022-04-01 10:40:19,2022-04-01 10:40:19,2022-04-01 10:46:55,6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-01,4,Spring
F576BF5CFD9935B6,classic_bike,2022-04-10 11:35:12,2022-04-10 11:35:12,2022-04-10 11:45:30,Heights Elevator,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-10,4,Spring
45069A280C8AC16A,classic_bike,2022-04-20 16:16:09,2022-04-20 16:16:09,2022-04-20 16:29:47,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-20,4,Spring
7B040F2C8A226911,classic_bike,2022-04-12 20:10:57,2022-04-12 20:10:57,2022-04-12 20:16:10,Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-12,4,Spring
786EA51C6984E1CB,classic_bike,2022-04-28 08:30:06,2022-04-28 08:30:06,2022-04-28 08:35:11,Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-28,4,Spring
07C35338166969F7,electric_bike,2022-04-08 16:44:47,2022-04-08 16:44:47,2022-04-08 16:48:25,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2022-04-08,4,Spring
6A14D283684EBB21,classic_bike,2022-04-27 18:10:27,2022-04-27 18:10:27,2022-04-27 18:14:06,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-27,4,Spring
E699AA047B96D191,classic_bike,2022-04-23 15:32:10,2022-04-23 15:32:10,2022-04-23 15:54:22,Harborside,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-23,4,Spring
CEC384A6BF9AC80F,electric_bike,2022-04-22 21:43:05,2022-04-22 21:43:05,2022-04-22 22:10:21,Harborside,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-22,4,Spring
BCC9E611E53AB98D,electric_bike,2022-04-02 17:05:51,2022-04-02 17:05:51,2022-04-02 17:19:56,Oakland Ave,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-02,4,Spring
75D93AAE89F023CF,classic_bike,2022-04-21 21:04:15,2022-04-21 21:04:15,2022-04-21 21:08:51,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-21,4,Spring
8D05C8D8EE361604,classic_bike,2022-04-23 17:33:35,2022-04-23 17:33:35,2022-04-23 18:03:43,12 St & Sinatra Dr N,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-23,4,Spring
EAEA974B74C1A847,classic_bike,2022-04-20 21:33:46,2022-04-20 21:33:46,2022-04-20 21:44:07,12 St & Sinatra Dr N,Hoboken Terminal - Hudson St & Hudson Pl,casual,2022-04-20,4,Spring
A32BAED27676169D,electric_bike,2022-04-21 17:43:51,2022-04-21 17:43:51,2022-04-21 17:51:05,Hoboken Terminal - Hudson St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-21,4,Spring
87E7324CD853C33D,classic_bike,2022-04-05 13:11:47,2022-04-05 13:11:47,2022-04-05 13:32:57,Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-05,4,Spring
CCF458DF648C7E9F,electric_bike,2022-04-06 19:10:20,2022-04-06 19:10:20,2022-04-06 19:15:53,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-06,4,Spring
CEFF73F15DF1BF86,classic_bike,2022-04-10 19:13:27,2022-04-10 19:13:27,2022-04-10 19:20:33,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-10,4,Spring
4C6A70F4807022E9,electric_bike,2022-04-24 20:33:11,2022-04-24 20:33:11,2022-04-24 20:38:26,Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-24,4,Spring
9E81045E8BD826F7,classic_bike,2022-04-30 17:05:17,2022-04-30 17:05:17,2022-04-30 17:23:52,7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-30,4,Spring
20C0A1EB6E419581,electric_bike,2022-04-15 15:50:34,2022-04-15 15:50:34,2022-04-15 15:55:09,Stevens - River Ter & 6 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-15,4,Spring
B23FB3B77A6BFD7A,classic_bike,2022-04-13 18:55:14,2022-04-13 18:55:14,2022-04-13 19:05:41,7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-13,4,Spring
FDBC1BB32A1D6E27,classic_bike,2022-04-12 13:49:11,2022-04-12 13:49:11,2022-04-12 13:55:32,Stevens - River Ter & 6 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-12,4,Spring
572E10E17037608C,classic_bike,2022-04-29 09:05:47,2022-04-29 09:05:47,2022-04-29 09:10:58,8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-29,4,Spring
C306EC682FC248BD,classic_bike,2022-04-16 13:42:30,2022-04-16 13:42:30,2022-04-16 13:45:37,Willow Ave & 12 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-16,4,Spring
CFCD1018736CF2B1,electric_bike,2022-04-25 07:26:47,2022-04-25 07:26:47,2022-04-25 07:36:54,11 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-25,4,Spring
5F8E0CB5B8760207,classic_bike,2022-04-27 11:50:36,2022-04-27 11:50:36,2022-04-27 11:54:55,Willow Ave & 12 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-27,4,Spring
1394B893B54F0F11,classic_bike,2022-04-24 16:22:23,2022-04-24 16:22:23,2022-04-24 17:02:05,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-24,4,Spring
D386BFC60E9939EE,classic_bike,2022-04-27 18:23:25,2022-04-27 18:23:25,2022-04-27 18:32:06,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-27,4,Spring
FD5F20B85B767293,classic_bike,2022-04-16 16:14:33,2022-04-16 16:14:33,2022-04-16 16:30:20,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-16,4,Spring
D2DB275B1DC28B2E,classic_bike,2022-04-30 13:04:50,2022-04-30 13:04:50,2022-04-30 13:16:18,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-30,4,Spring
AE0E504010BCFB2C,electric_bike,2022-04-16 11:21:33,2022-04-16 11:21:33,2022-04-16 11:22:08,14 St Ferry - 14 St & Shipyard Ln,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-16,4,Spring
F96C37DC851E6AAB,electric_bike,2022-04-24 14:57:46,2022-04-24 14:57:46,2022-04-24 15:38:57,Sip Ave,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-24,4,Spring
230D31163092A024,classic_bike,2022-04-13 17:21:00,2022-04-13 17:21:00,2022-04-13 17:32:15,Clinton St & Newark St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-13,4,Spring
F43FA61A9BB7FC7A,classic_bike,2022-04-23 11:43:21,2022-04-23 11:43:21,2022-04-23 11:48:53,Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-23,4,Spring
0476CF83DFCE1C59,electric_bike,2022-04-15 13:53:17,2022-04-15 13:53:17,2022-04-15 14:02:30,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-15,4,Spring
18FB47C567CC084C,classic_bike,2022-04-30 17:47:22,2022-04-30 17:47:22,2022-04-30 17:55:59,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-30,4,Spring
E9BAE38A9395AC8B,classic_bike,2022-04-19 16:15:04,2022-04-19 16:15:04,2022-04-19 16:19:20,14 St Ferry - 14 St & Shipyard Ln,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-19,4,Spring
59347A12446C15BF,classic_bike,2022-04-24 15:12:36,2022-04-24 15:12:36,2022-04-24 15:36:23,Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-24,4,Spring
E8CDC9A90D1E4CEB,classic_bike,2022-04-06 18:22:15,2022-04-06 18:22:15,2022-04-06 18:32:17,Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,casual,2022-04-06,4,Spring
0E4FB2FE52896092,classic_bike,2022-04-13 15:39:48,2022-04-13 15:39:48,2022-04-13 15:47:50,Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-13,4,Spring
CD954E5C54DFCA05,classic_bike,2022-04-12 06:19:22,2022-04-12 06:19:22,2022-04-12 06:25:48,9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-12,4,Spring
898B108349CDE98F,classic_bike,2022-04-22 19:48:15,2022-04-22 19:48:15,2022-04-22 20:00:04,Southwest Park - Jackson St & Observer Hwy,14 St Ferry - 14 St & Shipyard Ln,member,2022-04-22,4,Spring
8CE139D1E1D26AFF,electric_bike,2022-04-24 21:57:19,2022-04-24 21:57:19,2022-04-24 22:03:48,Clinton St & Newark St,Oakland Ave,member,2022-04-24,4,Spring
C2AF70F27EE0E90B,electric_bike,2022-04-16 14:31:13,2022-04-16 14:31:13,2022-04-16 14:40:07,City Hall - Washington St & 1 St,Oakland Ave,casual,2022-04-16,4,Spring
0D707D6AFFEBD2EB,electric_bike,2022-04-27 17:38:37,2022-04-27 17:38:37,2022-04-27 17:50:09,Hoboken Terminal - Hudson St & Hudson Pl,Oakland Ave,member,2022-04-27,4,Spring
DD06EC5D3A5FE554,electric_bike,2022-04-20 20:27:29,2022-04-20 20:27:29,2022-04-20 20:37:09,Southwest Park - Jackson St & Observer Hwy,Oakland Ave,member,2022-04-20,4,Spring
B3E5FD254673DFB2,electric_bike,2022-04-21 15:12:45,2022-04-21 15:12:45,2022-04-21 15:18:03,Hoboken Ave at Monmouth St,Oakland Ave,member,2022-04-21,4,Spring
9CB59C83CBEC7639,electric_bike,2022-04-25 14:23:46,2022-04-25 14:23:46,2022-04-25 14:28:53,Hoboken Ave at Monmouth St,Oakland Ave,member,2022-04-25,4,Spring
D7F346178E8AB04C,electric_bike,2022-04-12 17:28:06,2022-04-12 17:28:06,2022-04-12 17:42:40,Madison St & 10 St,Oakland Ave,casual,2022-04-12,4,Spring
D9862B095586F5B6,electric_bike,2022-04-22 17:43:45,2022-04-22 17:43:45,2022-04-22 17:52:48,Hoboken Terminal - Hudson St & Hudson Pl,Oakland Ave,member,2022-04-22,4,Spring
D7CCD635A77FF58D,electric_bike,2022-04-15 12:52:37,2022-04-15 12:52:37,2022-04-15 12:57:42,Hoboken Ave at Monmouth St,Oakland Ave,member,2022-04-15,4,Spring
B1B3F5DF11821576,classic_bike,2022-04-04 22:03:57,2022-04-04 22:03:57,2022-04-04 22:14:46,Leonard Gordon Park,Oakland Ave,member,2022-04-04,4,Spring
D6AEB69CC3EC87CC,electric_bike,2022-04-15 02:55:56,2022-04-15 02:55:56,2022-04-15 03:01:29,Brunswick St,Oakland Ave,casual,2022-04-15,4,Spring
6C4E3DC70B09B804,classic_bike,2022-04-24 17:34:22,2022-04-24 17:34:22,2022-04-24 17:42:14,Liberty Light Rail,Jersey & 3rd,member,2022-04-24,4,Spring
11F3EE03FFC64F7B,electric_bike,2022-04-21 07:48:45,2022-04-21 07:48:45,2022-04-21 08:20:50,14 St Ferry - 14 St & Shipyard Ln,W Broadway & W Houston St,casual,2022-04-21,4,Spring
9098EBF8435FC7FF,classic_bike,2022-04-04 20:23:22,2022-04-04 20:23:22,2022-04-04 20:25:58,Grove St PATH,Jersey & 3rd,member,2022-04-04,4,Spring
5AE7D2614C9E8E0A,classic_bike,2022-04-02 21:45:18,2022-04-02 21:45:18,2022-04-02 21:47:26,Monmouth and 6th,Jersey & 3rd,member,2022-04-02,4,Spring
C6B6A0E5BCD65ED2,electric_bike,2022-04-16 11:18:20,2022-04-16 11:18:20,2022-04-16 11:30:10,Morris Canal,Jersey & 3rd,casual,2022-04-16,4,Spring
A96440B56652340F,electric_bike,2022-04-16 18:23:18,2022-04-16 18:23:18,2022-04-16 18:30:16,Marin Light Rail,McGinley Square,member,2022-04-16,4,Spring
E5C6DE4F2EFE723B,electric_bike,2022-04-04 14:15:13,2022-04-04 14:15:13,2022-04-04 14:31:46,Christ Hospital,McGinley Square,member,2022-04-04,4,Spring
9F12C4AFB8FF2028,electric_bike,2022-04-27 13:42:49,2022-04-27 13:42:49,2022-04-27 13:59:39,Lafayette Park,Jersey & 3rd,member,2022-04-27,4,Spring
BA84BA58B28F4AB2,electric_bike,2022-04-17 16:07:37,2022-04-17 16:07:37,2022-04-17 16:15:50,Columbus Dr at Exchange Pl,Jersey & 3rd,casual,2022-04-17,4,Spring
BCC087AAB10604AB,classic_bike,2022-04-08 19:45:49,2022-04-08 19:45:49,2022-04-08 19:54:14,Columbus Dr at Exchange Pl,Jersey & 3rd,member,2022-04-08,4,Spring
92DD72287C579381,classic_bike,2022-04-19 16:35:47,2022-04-19 16:35:47,2022-04-19 16:39:16,Sip Ave,McGinley Square,member,2022-04-19,4,Spring
9B24DD5BD4950D4C,classic_bike,2022-04-06 18:33:21,2022-04-06 18:33:21,2022-04-06 18:36:41,Sip Ave,McGinley Square,member,2022-04-06,4,Spring
9BAD9CCF94267FD0,electric_bike,2022-04-01 18:00:22,2022-04-01 18:00:22,2022-04-01 18:03:32,Sip Ave,McGinley Square,member,2022-04-01,4,Spring
20EAD3BBF1458D21,classic_bike,2022-04-18 13:58:59,2022-04-18 13:58:59,2022-04-18 14:02:05,Sip Ave,McGinley Square,member,2022-04-18,4,Spring
3D43581E14A8402D,electric_bike,2022-04-15 16:11:16,2022-04-15 16:11:16,2022-04-15 16:14:23,Sip Ave,McGinley Square,casual,2022-04-15,4,Spring
43ED2E12F9C549C5,electric_bike,2022-04-05 16:57:43,2022-04-05 16:57:43,2022-04-05 17:00:33,Sip Ave,McGinley Square,member,2022-04-05,4,Spring
17839AC3A4B9B1AD,electric_bike,2022-04-01 18:58:36,2022-04-01 18:58:36,2022-04-01 19:01:39,Sip Ave,McGinley Square,member,2022-04-01,4,Spring
8465AD2D4BA4ED70,electric_bike,2022-04-15 21:44:15,2022-04-15 21:44:15,2022-04-15 21:47:39,Sip Ave,McGinley Square,member,2022-04-15,4,Spring
D7CF599CF47C3775,classic_bike,2022-04-26 12:59:01,2022-04-26 12:59:01,2022-04-26 13:01:54,Sip Ave,McGinley Square,member,2022-04-26,4,Spring
160DA82167CB948A,classic_bike,2022-04-23 02:42:17,2022-04-23 02:42:17,2022-04-23 02:45:46,Sip Ave,McGinley Square,member,2022-04-23,4,Spring
4380720589DA915F,classic_bike,2022-04-15 18:56:27,2022-04-15 18:56:27,2022-04-15 18:58:57,Sip Ave,McGinley Square,member,2022-04-15,4,Spring
648B1F0CD213DE13,electric_bike,2022-04-29 16:44:31,2022-04-29 16:44:31,2022-04-29 16:49:34,Sip Ave,McGinley Square,casual,2022-04-29,4,Spring
1EF9E47423101300,classic_bike,2022-04-07 21:50:01,2022-04-07 21:50:01,2022-04-07 21:53:20,Grove St PATH,Jersey & 3rd,member,2022-04-07,4,Spring
0A61910FF9C7604D,electric_bike,2022-04-22 18:08:51,2022-04-22 18:08:51,2022-04-22 18:21:12,Grove St PATH,McGinley Square,casual,2022-04-22,4,Spring
B6A9EF012711AA4A,classic_bike,2022-04-14 07:38:32,2022-04-14 07:38:32,2022-04-14 07:58:33,Hoboken Terminal - River St & Hudson Pl,McGinley Square,member,2022-04-14,4,Spring
251BC63F3E18C284,classic_bike,2022-04-20 18:47:01,2022-04-20 18:47:01,2022-04-20 18:50:10,Van Vorst Park,Jersey & 3rd,member,2022-04-20,4,Spring
E5D5E4219525D020,classic_bike,2022-04-04 10:50:54,2022-04-04 10:50:54,2022-04-04 11:12:00,McGinley Square,McGinley Square,member,2022-04-04,4,Spring
40374749B7269B55,classic_bike,2022-04-24 16:11:34,2022-04-24 16:11:34,2022-04-24 16:11:43,McGinley Square,McGinley Square,member,2022-04-24,4,Spring
52E294FE2255E0E2,classic_bike,2022-04-03 20:20:59,2022-04-03 20:20:59,2022-04-03 20:30:06,McGinley Square,McGinley Square,member,2022-04-03,4,Spring
FFBA5B1DA5270E14,classic_bike,2022-04-03 21:38:23,2022-04-03 21:38:23,2022-04-03 21:45:54,Jersey & 3rd,Jersey & 3rd,member,2022-04-03,4,Spring
D83B2034F1E9BF8F,electric_bike,2022-04-19 17:27:24,2022-04-19 17:27:24,2022-04-19 17:33:44,Grand St,Jersey & 3rd,member,2022-04-19,4,Spring
6FC2E3ED02ECD58A,classic_bike,2022-04-23 13:09:40,2022-04-23 13:09:40,2022-04-23 13:17:37,Jersey & 3rd,Jersey & 3rd,member,2022-04-23,4,Spring
CA9B2744108DAF86,electric_bike,2022-04-15 18:01:55,2022-04-15 18:01:55,2022-04-15 18:05:49,Sip Ave,McGinley Square,member,2022-04-15,4,Spring
D7BB69002C75FCCE,electric_bike,2022-04-15 18:32:26,2022-04-15 18:32:26,2022-04-15 18:35:29,Sip Ave,McGinley Square,member,2022-04-15,4,Spring
3A05222863C23119,electric_bike,2022-04-28 18:00:26,2022-04-28 18:00:26,2022-04-28 18:04:00,Sip Ave,McGinley Square,member,2022-04-28,4,Spring
AE0AB114359863B5,electric_bike,2022-04-12 14:15:54,2022-04-12 14:15:54,2022-04-12 14:20:08,Sip Ave,McGinley Square,casual,2022-04-12,4,Spring
69987EA83BEA4312,classic_bike,2022-04-27 09:55:29,2022-04-27 09:55:29,2022-04-27 09:58:24,Sip Ave,McGinley Square,member,2022-04-27,4,Spring
